,Edad,Mujer,Combat.hunterX,Emotion.hunterX,Qual.hunterX,Duration.hunterX,Rating.hunterX,Combat.dragonball,Emotion.dragonball,Qual.dragonball,Duration.dragonball,Rating.dragonball,Combat.naruto,Emotion.naruto,Qual.naruto,Duration.naruto,Rating.naruto,Combat.bnha,Emotion.bnha,Qual.bnha,Duration.bnha,Rating.bnha
10440,46,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
11223,25,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
1972,49,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6909,27,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2099,37,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1499,35,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5205,36,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3512,36,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
8408,46,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
652,34,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
170,35,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4085,43,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
242,27,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9469,24,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5798,31,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10189,33,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4371,35,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
1644,39,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5594,46,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2756,29,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
7640,36,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9237,25,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9019,29,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
7886,46,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5231,35,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
2076,27,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4103,26,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11469,41,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3996,44,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4801,35,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5968,33,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7015,32,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
7090,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7386,39,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8331,38,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10149,45,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11244,39,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6857,32,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
7753,27,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5849,34,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
9191,39,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6485,24,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
9976,38,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4661,46,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4078,32,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6054,30,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10132,32,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5974,33,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
640,30,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1270,28,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9343,48,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2778,24,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7624,35,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4932,31,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6060,25,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1985,26,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3861,43,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3480,49,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1534,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
325,35,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5764,45,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2338,47,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
3980,37,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9015,29,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10615,40,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
4054,33,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2237,46,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5229,35,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9150,31,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4571,29,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11601,41,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5474,37,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9623,26,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
864,31,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8205,33,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4942,31,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7977,27,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6010,37,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7535,41,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
371,26,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10534,25,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10735,28,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
609,42,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6843,45,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10451,46,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
8369,32,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11138,39,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9379,26,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11573,29,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
8015,38,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5830,44,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2364,28,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3213,35,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5456,29,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
911,34,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10843,46,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
10460,32,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3789,28,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8777,30,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10103,26,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5581,46,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6654,27,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10263,25,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8397,40,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5060,26,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1423,48,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11763,33,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
479,36,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
662,27,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6480,24,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10770,26,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
9744,25,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
2988,37,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1119,41,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2776,24,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4535,39,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10650,37,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8046,32,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8296,35,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6349,47,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9922,37,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
11184,30,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9985,49,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5573,28,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
6135,38,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
5269,44,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4427,48,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9357,48,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5247,26,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8660,43,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3981,37,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8651,30,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11422,28,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2893,41,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2669,39,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3977,37,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11445,43,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
279,24,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9470,24,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8917,25,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8871,49,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9102,37,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5197,36,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4664,46,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1694,46,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10685,44,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5018,28,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6133,38,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3479,26,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5554,28,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4416,48,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
11167,37,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
4155,43,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
4883,39,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5807,31,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
3809,33,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11852,43,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10332,47,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9568,27,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4296,47,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6649,27,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4683,36,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10097,26,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
9607,24,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
7013,32,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5593,46,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2209,29,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9463,43,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8673,42,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5402,25,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7964,25,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
4563,29,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
184,30,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7441,25,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10354,47,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4516,26,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2350,34,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
553,37,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1397,24,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1384,32,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
9394,42,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
11364,32,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5856,48,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4903,49,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
297,27,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
443,46,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10547,41,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5215,32,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9306,31,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7242,33,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
2077,27,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6017,37,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4751,32,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9587,31,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
2229,24,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2842,25,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2537,40,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
194,25,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9950,29,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7191,48,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
817,41,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3367,42,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6495,26,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2578,44,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
1131,29,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
6754,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5505,30,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6522,41,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7847,31,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9279,44,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
320,28,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1371,48,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
4042,25,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10575,34,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7453,36,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
907,34,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
305,46,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3950,34,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5529,25,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6824,35,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10659,27,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8892,33,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8913,38,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9044,32,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
8482,25,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10075,38,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
926,42,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
244,27,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
15,41,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
143,46,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5983,35,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2363,25,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9258,45,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
129,25,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1161,37,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8346,45,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
11749,26,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
7500,24,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6755,24,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7471,37,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8104,29,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5458,29,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6870,34,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5308,43,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1876,30,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2488,41,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7726,26,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4479,37,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
1182,33,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
2525,30,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
7765,33,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1170,36,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10422,42,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
2182,26,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
11450,46,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8925,25,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11437,43,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
11610,24,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3371,42,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9722,31,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
1859,40,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7034,33,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6912,37,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10538,41,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
1878,30,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
7039,33,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
3588,42,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8144,38,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3121,31,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
387,27,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
1311,31,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
1032,43,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9603,24,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7854,42,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6382,32,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7655,24,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7439,43,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4936,31,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
931,42,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8852,29,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
4019,33,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
691,31,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8860,35,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5987,35,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6364,30,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1909,27,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
829,43,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3498,24,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
2081,27,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10684,44,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11326,31,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
44,42,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3939,35,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7627,35,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
