"","Expertos","Capitulos","Animes","Edad","Mujer","CantCaps","Scoremyanimelist","NEscenasCombate","NescenasEmocionantes","CalidadAnimacion","DuracionCapituloMin","RatingTV","Eleccion"
"248.3.2",248,3,2,30,1,720,8.18,10,2,7,42,11,0
"248.3.3",248,3,3,30,1,148,9.07,8,4,9,46,6,0
"248.3.4",248,3,4,30,1,113,8.04,3,2,2,42,8,0
"248.4.1",248,4,1,30,1,575,8.15,14,4,2,43,22,0
"248.4.2",248,4,2,30,1,720,8.18,14,3,2,37,24,0
"248.4.3",248,4,3,30,1,148,9.07,10,2,8,43,37,1
"248.4.4",248,4,4,30,1,113,8.04,10,0,8,43,6,0
"248.5.1",248,5,1,30,1,575,8.15,7,6,4,49,8,0
"248.5.2",248,5,2,30,1,720,8.18,9,4,2,56,17,0
"248.5.3",248,5,3,30,1,148,9.07,14,4,5,30,27,0
"248.5.4",248,5,4,30,1,113,8.04,12,2,7,55,16,1
"248.6.1",248,6,1,30,1,575,8.15,3,4,4,34,22,1
"248.6.2",248,6,2,30,1,720,8.18,0,1,8,51,18,0
"248.6.3",248,6,3,30,1,148,9.07,12,1,7,35,15,0
"248.6.4",248,6,4,30,1,113,8.04,12,3,8,47,29,0
"248.7.1",248,7,1,30,1,575,8.15,5,6,4,32,34,1
"248.7.2",248,7,2,30,1,720,8.18,5,2,4,42,22,0
"248.7.3",248,7,3,30,1,148,9.07,2,3,1,34,6,0
"248.7.4",248,7,4,30,1,113,8.04,9,3,8,51,5,0
"248.8.1",248,8,1,30,1,575,8.15,4,6,4,54,6,0
"248.8.2",248,8,2,30,1,720,8.18,8,5,2,34,5,0
"248.8.3",248,8,3,30,1,148,9.07,10,2,5,57,38,0
"248.8.4",248,8,4,30,1,113,8.04,10,3,8,40,28,1
"248.9.1",248,9,1,30,1,575,8.15,6,5,5,37,14,0
"248.9.2",248,9,2,30,1,720,8.18,9,6,8,54,12,1
"248.9.3",248,9,3,30,1,148,9.07,5,6,6,32,18,0
"248.9.4",248,9,4,30,1,113,8.04,0,5,2,33,23,0
"248.10.1",248,10,1,30,1,575,8.15,5,2,4,41,26,1
"248.10.2",248,10,2,30,1,720,8.18,11,1,3,41,11,0
"248.10.3",248,10,3,30,1,148,9.07,5,1,3,40,18,0
"248.10.4",248,10,4,30,1,113,8.04,0,6,9,49,37,0
"248.11.1",248,11,1,30,1,575,8.15,2,3,4,36,13,0
"248.11.2",248,11,2,30,1,720,8.18,3,3,7,42,10,0
"248.11.3",248,11,3,30,1,148,9.07,10,6,3,57,33,1
"248.11.4",248,11,4,30,1,113,8.04,0,1,9,44,25,0
"248.12.1",248,12,1,30,1,575,8.15,11,5,5,37,7,0
"248.12.2",248,12,2,30,1,720,8.18,8,3,1,43,37,1
"248.12.3",248,12,3,30,1,148,9.07,11,0,7,59,5,0
"248.12.4",248,12,4,30,1,113,8.04,2,0,2,30,38,0
"249.1.1",249,1,1,46,0,575,8.15,1,6,7,37,5,0
"249.1.2",249,1,2,46,0,720,8.18,3,2,7,35,31,1
"249.1.3",249,1,3,46,0,148,9.07,14,3,8,57,36,0
"249.1.4",249,1,4,46,0,113,8.04,2,3,3,57,17,0
"249.2.1",249,2,1,46,0,575,8.15,8,0,2,50,30,0
"249.2.2",249,2,2,46,0,720,8.18,4,3,4,42,19,0
"249.2.3",249,2,3,46,0,148,9.07,2,5,3,46,35,1
"249.2.4",249,2,4,46,0,113,8.04,12,1,5,38,17,0
"249.3.1",249,3,1,46,0,575,8.15,10,5,3,54,34,1
"249.3.2",249,3,2,46,0,720,8.18,10,2,7,42,11,0
"249.3.3",249,3,3,46,0,148,9.07,8,4,9,46,6,0
"249.3.4",249,3,4,46,0,113,8.04,3,2,2,42,8,0
"249.4.1",249,4,1,46,0,575,8.15,14,4,2,43,22,0
"249.4.2",249,4,2,46,0,720,8.18,14,3,2,37,24,0
"249.4.3",249,4,3,46,0,148,9.07,10,2,8,43,37,1
"249.4.4",249,4,4,46,0,113,8.04,10,0,8,43,6,0
"249.5.1",249,5,1,46,0,575,8.15,7,6,4,49,8,0
"249.5.2",249,5,2,46,0,720,8.18,9,4,2,56,17,0
"249.5.3",249,5,3,46,0,148,9.07,14,4,5,30,27,0
"249.5.4",249,5,4,46,0,113,8.04,12,2,7,55,16,1
"249.6.1",249,6,1,46,0,575,8.15,3,4,4,34,22,1
"249.6.2",249,6,2,46,0,720,8.18,0,1,8,51,18,0
"249.6.3",249,6,3,46,0,148,9.07,12,1,7,35,15,0
"249.6.4",249,6,4,46,0,113,8.04,12,3,8,47,29,0
"249.7.1",249,7,1,46,0,575,8.15,5,6,4,32,34,1
"249.7.2",249,7,2,46,0,720,8.18,5,2,4,42,22,0
"249.7.3",249,7,3,46,0,148,9.07,2,3,1,34,6,0
"249.7.4",249,7,4,46,0,113,8.04,9,3,8,51,5,0
"249.8.1",249,8,1,46,0,575,8.15,4,6,4,54,6,0
"249.8.2",249,8,2,46,0,720,8.18,8,5,2,34,5,0
"249.8.3",249,8,3,46,0,148,9.07,10,2,5,57,38,0
"249.8.4",249,8,4,46,0,113,8.04,10,3,8,40,28,1
"249.9.1",249,9,1,46,0,575,8.15,6,5,5,37,14,0
"249.9.2",249,9,2,46,0,720,8.18,9,6,8,54,12,1
"249.9.3",249,9,3,46,0,148,9.07,5,6,6,32,18,0
"249.9.4",249,9,4,46,0,113,8.04,0,5,2,33,23,0
"249.10.1",249,10,1,46,0,575,8.15,5,2,4,41,26,1
"249.10.2",249,10,2,46,0,720,8.18,11,1,3,41,11,0
"249.10.3",249,10,3,46,0,148,9.07,5,1,3,40,18,0
"249.10.4",249,10,4,46,0,113,8.04,0,6,9,49,37,0
"249.11.1",249,11,1,46,0,575,8.15,2,3,4,36,13,0
"249.11.2",249,11,2,46,0,720,8.18,3,3,7,42,10,0
"249.11.3",249,11,3,46,0,148,9.07,10,6,3,57,33,1
"249.11.4",249,11,4,46,0,113,8.04,0,1,9,44,25,0
"249.12.1",249,12,1,46,0,575,8.15,11,5,5,37,7,0
"249.12.2",249,12,2,46,0,720,8.18,8,3,1,43,37,1
"249.12.3",249,12,3,46,0,148,9.07,11,0,7,59,5,0
"249.12.4",249,12,4,46,0,113,8.04,2,0,2,30,38,0
"250.1.1",250,1,1,37,0,575,8.15,1,6,7,37,5,0
"250.1.2",250,1,2,37,0,720,8.18,3,2,7,35,31,1
"250.1.3",250,1,3,37,0,148,9.07,14,3,8,57,36,0
"250.1.4",250,1,4,37,0,113,8.04,2,3,3,57,17,0
"250.2.1",250,2,1,37,0,575,8.15,8,0,2,50,30,0
"250.2.2",250,2,2,37,0,720,8.18,4,3,4,42,19,0
"250.2.3",250,2,3,37,0,148,9.07,2,5,3,46,35,1
"250.2.4",250,2,4,37,0,113,8.04,12,1,5,38,17,0
"250.3.1",250,3,1,37,0,575,8.15,10,5,3,54,34,1
"250.3.2",250,3,2,37,0,720,8.18,10,2,7,42,11,0
"250.3.3",250,3,3,37,0,148,9.07,8,4,9,46,6,0
"250.3.4",250,3,4,37,0,113,8.04,3,2,2,42,8,0
"250.4.1",250,4,1,37,0,575,8.15,14,4,2,43,22,0
"250.4.2",250,4,2,37,0,720,8.18,14,3,2,37,24,0
"250.4.3",250,4,3,37,0,148,9.07,10,2,8,43,37,1
"250.4.4",250,4,4,37,0,113,8.04,10,0,8,43,6,0
"250.5.1",250,5,1,37,0,575,8.15,7,6,4,49,8,0
"250.5.2",250,5,2,37,0,720,8.18,9,4,2,56,17,0
"250.5.3",250,5,3,37,0,148,9.07,14,4,5,30,27,0
"250.5.4",250,5,4,37,0,113,8.04,12,2,7,55,16,1
"250.6.1",250,6,1,37,0,575,8.15,3,4,4,34,22,1
"250.6.2",250,6,2,37,0,720,8.18,0,1,8,51,18,0
"250.6.3",250,6,3,37,0,148,9.07,12,1,7,35,15,0
"250.6.4",250,6,4,37,0,113,8.04,12,3,8,47,29,0
"250.7.1",250,7,1,37,0,575,8.15,5,6,4,32,34,1
"250.7.2",250,7,2,37,0,720,8.18,5,2,4,42,22,0
"250.7.3",250,7,3,37,0,148,9.07,2,3,1,34,6,0
"250.7.4",250,7,4,37,0,113,8.04,9,3,8,51,5,0
"250.8.1",250,8,1,37,0,575,8.15,4,6,4,54,6,0
"250.8.2",250,8,2,37,0,720,8.18,8,5,2,34,5,0
"250.8.3",250,8,3,37,0,148,9.07,10,2,5,57,38,0
"250.8.4",250,8,4,37,0,113,8.04,10,3,8,40,28,1
"250.9.1",250,9,1,37,0,575,8.15,6,5,5,37,14,0
"250.9.2",250,9,2,37,0,720,8.18,9,6,8,54,12,1
"250.9.3",250,9,3,37,0,148,9.07,5,6,6,32,18,0
"250.9.4",250,9,4,37,0,113,8.04,0,5,2,33,23,0
"250.10.1",250,10,1,37,0,575,8.15,5,2,4,41,26,1
"250.10.2",250,10,2,37,0,720,8.18,11,1,3,41,11,0
"250.10.3",250,10,3,37,0,148,9.07,5,1,3,40,18,0
"250.10.4",250,10,4,37,0,113,8.04,0,6,9,49,37,0
"250.11.1",250,11,1,37,0,575,8.15,2,3,4,36,13,0
"250.11.2",250,11,2,37,0,720,8.18,3,3,7,42,10,0
"250.11.3",250,11,3,37,0,148,9.07,10,6,3,57,33,1
"250.11.4",250,11,4,37,0,113,8.04,0,1,9,44,25,0
"250.12.1",250,12,1,37,0,575,8.15,11,5,5,37,7,0
"250.12.2",250,12,2,37,0,720,8.18,8,3,1,43,37,1
"250.12.3",250,12,3,37,0,148,9.07,11,0,7,59,5,0
"250.12.4",250,12,4,37,0,113,8.04,2,0,2,30,38,0
"251.1.1",251,1,1,27,1,575,8.15,1,6,7,37,5,0
"251.1.2",251,1,2,27,1,720,8.18,3,2,7,35,31,1
"251.1.3",251,1,3,27,1,148,9.07,14,3,8,57,36,0
"251.1.4",251,1,4,27,1,113,8.04,2,3,3,57,17,0
"251.2.1",251,2,1,27,1,575,8.15,8,0,2,50,30,0
"251.2.2",251,2,2,27,1,720,8.18,4,3,4,42,19,0
"251.2.3",251,2,3,27,1,148,9.07,2,5,3,46,35,1
"251.2.4",251,2,4,27,1,113,8.04,12,1,5,38,17,0
"251.3.1",251,3,1,27,1,575,8.15,10,5,3,54,34,1
"251.3.2",251,3,2,27,1,720,8.18,10,2,7,42,11,0
"251.3.3",251,3,3,27,1,148,9.07,8,4,9,46,6,0
"251.3.4",251,3,4,27,1,113,8.04,3,2,2,42,8,0
"251.4.1",251,4,1,27,1,575,8.15,14,4,2,43,22,0
"251.4.2",251,4,2,27,1,720,8.18,14,3,2,37,24,0
"251.4.3",251,4,3,27,1,148,9.07,10,2,8,43,37,1
"251.4.4",251,4,4,27,1,113,8.04,10,0,8,43,6,0
"251.5.1",251,5,1,27,1,575,8.15,7,6,4,49,8,0
"251.5.2",251,5,2,27,1,720,8.18,9,4,2,56,17,0
"251.5.3",251,5,3,27,1,148,9.07,14,4,5,30,27,0
"251.5.4",251,5,4,27,1,113,8.04,12,2,7,55,16,1
"251.6.1",251,6,1,27,1,575,8.15,3,4,4,34,22,1
"251.6.2",251,6,2,27,1,720,8.18,0,1,8,51,18,0
"251.6.3",251,6,3,27,1,148,9.07,12,1,7,35,15,0
"251.6.4",251,6,4,27,1,113,8.04,12,3,8,47,29,0
"251.7.1",251,7,1,27,1,575,8.15,5,6,4,32,34,1
"251.7.2",251,7,2,27,1,720,8.18,5,2,4,42,22,0
"251.7.3",251,7,3,27,1,148,9.07,2,3,1,34,6,0
"251.7.4",251,7,4,27,1,113,8.04,9,3,8,51,5,0
"251.8.1",251,8,1,27,1,575,8.15,4,6,4,54,6,0
"251.8.2",251,8,2,27,1,720,8.18,8,5,2,34,5,0
"251.8.3",251,8,3,27,1,148,9.07,10,2,5,57,38,0
"251.8.4",251,8,4,27,1,113,8.04,10,3,8,40,28,1
"251.9.1",251,9,1,27,1,575,8.15,6,5,5,37,14,0
"251.9.2",251,9,2,27,1,720,8.18,9,6,8,54,12,1
"251.9.3",251,9,3,27,1,148,9.07,5,6,6,32,18,0
"251.9.4",251,9,4,27,1,113,8.04,0,5,2,33,23,0
"251.10.1",251,10,1,27,1,575,8.15,5,2,4,41,26,1
"251.10.2",251,10,2,27,1,720,8.18,11,1,3,41,11,0
"251.10.3",251,10,3,27,1,148,9.07,5,1,3,40,18,0
"251.10.4",251,10,4,27,1,113,8.04,0,6,9,49,37,0
"251.11.1",251,11,1,27,1,575,8.15,2,3,4,36,13,0
"251.11.2",251,11,2,27,1,720,8.18,3,3,7,42,10,0
"251.11.3",251,11,3,27,1,148,9.07,10,6,3,57,33,1
"251.11.4",251,11,4,27,1,113,8.04,0,1,9,44,25,0
"251.12.1",251,12,1,27,1,575,8.15,11,5,5,37,7,0
"251.12.2",251,12,2,27,1,720,8.18,8,3,1,43,37,1
"251.12.3",251,12,3,27,1,148,9.07,11,0,7,59,5,0
"251.12.4",251,12,4,27,1,113,8.04,2,0,2,30,38,0
"252.1.1",252,1,1,46,1,575,8.15,1,6,7,37,5,0
"252.1.2",252,1,2,46,1,720,8.18,3,2,7,35,31,1
"252.1.3",252,1,3,46,1,148,9.07,14,3,8,57,36,0
"252.1.4",252,1,4,46,1,113,8.04,2,3,3,57,17,0
"252.2.1",252,2,1,46,1,575,8.15,8,0,2,50,30,0
"252.2.2",252,2,2,46,1,720,8.18,4,3,4,42,19,0
"252.2.3",252,2,3,46,1,148,9.07,2,5,3,46,35,1
"252.2.4",252,2,4,46,1,113,8.04,12,1,5,38,17,0
"252.3.1",252,3,1,46,1,575,8.15,10,5,3,54,34,1
"252.3.2",252,3,2,46,1,720,8.18,10,2,7,42,11,0
"252.3.3",252,3,3,46,1,148,9.07,8,4,9,46,6,0
"252.3.4",252,3,4,46,1,113,8.04,3,2,2,42,8,0
"252.4.1",252,4,1,46,1,575,8.15,14,4,2,43,22,0
"252.4.2",252,4,2,46,1,720,8.18,14,3,2,37,24,0
"252.4.3",252,4,3,46,1,148,9.07,10,2,8,43,37,1
"252.4.4",252,4,4,46,1,113,8.04,10,0,8,43,6,0
"252.5.1",252,5,1,46,1,575,8.15,7,6,4,49,8,0
"252.5.2",252,5,2,46,1,720,8.18,9,4,2,56,17,0
"252.5.3",252,5,3,46,1,148,9.07,14,4,5,30,27,0
"252.5.4",252,5,4,46,1,113,8.04,12,2,7,55,16,1
"252.6.1",252,6,1,46,1,575,8.15,3,4,4,34,22,1
"252.6.2",252,6,2,46,1,720,8.18,0,1,8,51,18,0
"252.6.3",252,6,3,46,1,148,9.07,12,1,7,35,15,0
"252.6.4",252,6,4,46,1,113,8.04,12,3,8,47,29,0
"252.7.1",252,7,1,46,1,575,8.15,5,6,4,32,34,1
"252.7.2",252,7,2,46,1,720,8.18,5,2,4,42,22,0
"252.7.3",252,7,3,46,1,148,9.07,2,3,1,34,6,0
"252.7.4",252,7,4,46,1,113,8.04,9,3,8,51,5,0
"252.8.1",252,8,1,46,1,575,8.15,4,6,4,54,6,0
"252.8.2",252,8,2,46,1,720,8.18,8,5,2,34,5,0
"252.8.3",252,8,3,46,1,148,9.07,10,2,5,57,38,0
"252.8.4",252,8,4,46,1,113,8.04,10,3,8,40,28,1
"252.9.1",252,9,1,46,1,575,8.15,6,5,5,37,14,0
"252.9.2",252,9,2,46,1,720,8.18,9,6,8,54,12,1
"252.9.3",252,9,3,46,1,148,9.07,5,6,6,32,18,0
"252.9.4",252,9,4,46,1,113,8.04,0,5,2,33,23,0
"252.10.1",252,10,1,46,1,575,8.15,5,2,4,41,26,1
"252.10.2",252,10,2,46,1,720,8.18,11,1,3,41,11,0
"252.10.3",252,10,3,46,1,148,9.07,5,1,3,40,18,0
"252.10.4",252,10,4,46,1,113,8.04,0,6,9,49,37,0
"252.11.1",252,11,1,46,1,575,8.15,2,3,4,36,13,0
"252.11.2",252,11,2,46,1,720,8.18,3,3,7,42,10,0
"252.11.3",252,11,3,46,1,148,9.07,10,6,3,57,33,1
"252.11.4",252,11,4,46,1,113,8.04,0,1,9,44,25,0
"252.12.1",252,12,1,46,1,575,8.15,11,5,5,37,7,0
"252.12.2",252,12,2,46,1,720,8.18,8,3,1,43,37,1
"252.12.3",252,12,3,46,1,148,9.07,11,0,7,59,5,0
"252.12.4",252,12,4,46,1,113,8.04,2,0,2,30,38,0
"253.1.1",253,1,1,26,0,575,8.15,1,6,7,37,5,0
"253.1.2",253,1,2,26,0,720,8.18,3,2,7,35,31,1
"253.1.3",253,1,3,26,0,148,9.07,14,3,8,57,36,0
"253.1.4",253,1,4,26,0,113,8.04,2,3,3,57,17,0
"253.2.1",253,2,1,26,0,575,8.15,8,0,2,50,30,0
"253.2.2",253,2,2,26,0,720,8.18,4,3,4,42,19,0
"253.2.3",253,2,3,26,0,148,9.07,2,5,3,46,35,1
"253.2.4",253,2,4,26,0,113,8.04,12,1,5,38,17,0
"253.3.1",253,3,1,26,0,575,8.15,10,5,3,54,34,1
"253.3.2",253,3,2,26,0,720,8.18,10,2,7,42,11,0
"253.3.3",253,3,3,26,0,148,9.07,8,4,9,46,6,0
"253.3.4",253,3,4,26,0,113,8.04,3,2,2,42,8,0
"253.4.1",253,4,1,26,0,575,8.15,14,4,2,43,22,0
"253.4.2",253,4,2,26,0,720,8.18,14,3,2,37,24,0
"253.4.3",253,4,3,26,0,148,9.07,10,2,8,43,37,1
"253.4.4",253,4,4,26,0,113,8.04,10,0,8,43,6,0
"253.5.1",253,5,1,26,0,575,8.15,7,6,4,49,8,0
"253.5.2",253,5,2,26,0,720,8.18,9,4,2,56,17,0
"253.5.3",253,5,3,26,0,148,9.07,14,4,5,30,27,0
"253.5.4",253,5,4,26,0,113,8.04,12,2,7,55,16,1
"253.6.1",253,6,1,26,0,575,8.15,3,4,4,34,22,1
"253.6.2",253,6,2,26,0,720,8.18,0,1,8,51,18,0
"253.6.3",253,6,3,26,0,148,9.07,12,1,7,35,15,0
"253.6.4",253,6,4,26,0,113,8.04,12,3,8,47,29,0
"253.7.1",253,7,1,26,0,575,8.15,5,6,4,32,34,1
"253.7.2",253,7,2,26,0,720,8.18,5,2,4,42,22,0
"253.7.3",253,7,3,26,0,148,9.07,2,3,1,34,6,0
"253.7.4",253,7,4,26,0,113,8.04,9,3,8,51,5,0
"253.8.1",253,8,1,26,0,575,8.15,4,6,4,54,6,0
"253.8.2",253,8,2,26,0,720,8.18,8,5,2,34,5,0
"253.8.3",253,8,3,26,0,148,9.07,10,2,5,57,38,0
"253.8.4",253,8,4,26,0,113,8.04,10,3,8,40,28,1
"253.9.1",253,9,1,26,0,575,8.15,6,5,5,37,14,0
"253.9.2",253,9,2,26,0,720,8.18,9,6,8,54,12,1
"253.9.3",253,9,3,26,0,148,9.07,5,6,6,32,18,0
"253.9.4",253,9,4,26,0,113,8.04,0,5,2,33,23,0
"253.10.1",253,10,1,26,0,575,8.15,5,2,4,41,26,1
"253.10.2",253,10,2,26,0,720,8.18,11,1,3,41,11,0
"253.10.3",253,10,3,26,0,148,9.07,5,1,3,40,18,0
"253.10.4",253,10,4,26,0,113,8.04,0,6,9,49,37,0
"253.11.1",253,11,1,26,0,575,8.15,2,3,4,36,13,0
"253.11.2",253,11,2,26,0,720,8.18,3,3,7,42,10,0
"253.11.3",253,11,3,26,0,148,9.07,10,6,3,57,33,1
"253.11.4",253,11,4,26,0,113,8.04,0,1,9,44,25,0
"253.12.1",253,12,1,26,0,575,8.15,11,5,5,37,7,0
"253.12.2",253,12,2,26,0,720,8.18,8,3,1,43,37,1
"253.12.3",253,12,3,26,0,148,9.07,11,0,7,59,5,0
"253.12.4",253,12,4,26,0,113,8.04,2,0,2,30,38,0
"254.1.1",254,1,1,42,0,575,8.15,1,6,7,37,5,0
"254.1.2",254,1,2,42,0,720,8.18,3,2,7,35,31,1
"254.1.3",254,1,3,42,0,148,9.07,14,3,8,57,36,0
"254.1.4",254,1,4,42,0,113,8.04,2,3,3,57,17,0
"254.2.1",254,2,1,42,0,575,8.15,8,0,2,50,30,0
"254.2.2",254,2,2,42,0,720,8.18,4,3,4,42,19,0
"254.2.3",254,2,3,42,0,148,9.07,2,5,3,46,35,1
"254.2.4",254,2,4,42,0,113,8.04,12,1,5,38,17,0
"254.3.1",254,3,1,42,0,575,8.15,10,5,3,54,34,1
"254.3.2",254,3,2,42,0,720,8.18,10,2,7,42,11,0
"254.3.3",254,3,3,42,0,148,9.07,8,4,9,46,6,0
"254.3.4",254,3,4,42,0,113,8.04,3,2,2,42,8,0
"254.4.1",254,4,1,42,0,575,8.15,14,4,2,43,22,0
"254.4.2",254,4,2,42,0,720,8.18,14,3,2,37,24,0
"254.4.3",254,4,3,42,0,148,9.07,10,2,8,43,37,1
"254.4.4",254,4,4,42,0,113,8.04,10,0,8,43,6,0
"254.5.1",254,5,1,42,0,575,8.15,7,6,4,49,8,0
"254.5.2",254,5,2,42,0,720,8.18,9,4,2,56,17,0
"254.5.3",254,5,3,42,0,148,9.07,14,4,5,30,27,0
"254.5.4",254,5,4,42,0,113,8.04,12,2,7,55,16,1
"254.6.1",254,6,1,42,0,575,8.15,3,4,4,34,22,1
"254.6.2",254,6,2,42,0,720,8.18,0,1,8,51,18,0
"254.6.3",254,6,3,42,0,148,9.07,12,1,7,35,15,0
"254.6.4",254,6,4,42,0,113,8.04,12,3,8,47,29,0
"254.7.1",254,7,1,42,0,575,8.15,5,6,4,32,34,1
"254.7.2",254,7,2,42,0,720,8.18,5,2,4,42,22,0
"254.7.3",254,7,3,42,0,148,9.07,2,3,1,34,6,0
"254.7.4",254,7,4,42,0,113,8.04,9,3,8,51,5,0
"254.8.1",254,8,1,42,0,575,8.15,4,6,4,54,6,0
"254.8.2",254,8,2,42,0,720,8.18,8,5,2,34,5,0
"254.8.3",254,8,3,42,0,148,9.07,10,2,5,57,38,0
"254.8.4",254,8,4,42,0,113,8.04,10,3,8,40,28,1
"254.9.1",254,9,1,42,0,575,8.15,6,5,5,37,14,0
"254.9.2",254,9,2,42,0,720,8.18,9,6,8,54,12,1
"254.9.3",254,9,3,42,0,148,9.07,5,6,6,32,18,0
"254.9.4",254,9,4,42,0,113,8.04,0,5,2,33,23,0
"254.10.1",254,10,1,42,0,575,8.15,5,2,4,41,26,1
"254.10.2",254,10,2,42,0,720,8.18,11,1,3,41,11,0
"254.10.3",254,10,3,42,0,148,9.07,5,1,3,40,18,0
"254.10.4",254,10,4,42,0,113,8.04,0,6,9,49,37,0
"254.11.1",254,11,1,42,0,575,8.15,2,3,4,36,13,0
"254.11.2",254,11,2,42,0,720,8.18,3,3,7,42,10,0
"254.11.3",254,11,3,42,0,148,9.07,10,6,3,57,33,1
"254.11.4",254,11,4,42,0,113,8.04,0,1,9,44,25,0
"254.12.1",254,12,1,42,0,575,8.15,11,5,5,37,7,0
"254.12.2",254,12,2,42,0,720,8.18,8,3,1,43,37,1
"254.12.3",254,12,3,42,0,148,9.07,11,0,7,59,5,0
"254.12.4",254,12,4,42,0,113,8.04,2,0,2,30,38,0
"255.1.1",255,1,1,31,0,575,8.15,1,6,7,37,5,0
"255.1.2",255,1,2,31,0,720,8.18,3,2,7,35,31,1
"255.1.3",255,1,3,31,0,148,9.07,14,3,8,57,36,0
"255.1.4",255,1,4,31,0,113,8.04,2,3,3,57,17,0
"255.2.1",255,2,1,31,0,575,8.15,8,0,2,50,30,0
"255.2.2",255,2,2,31,0,720,8.18,4,3,4,42,19,0
"255.2.3",255,2,3,31,0,148,9.07,2,5,3,46,35,1
"255.2.4",255,2,4,31,0,113,8.04,12,1,5,38,17,0
"255.3.1",255,3,1,31,0,575,8.15,10,5,3,54,34,1
"255.3.2",255,3,2,31,0,720,8.18,10,2,7,42,11,0
"255.3.3",255,3,3,31,0,148,9.07,8,4,9,46,6,0
"255.3.4",255,3,4,31,0,113,8.04,3,2,2,42,8,0
"255.4.1",255,4,1,31,0,575,8.15,14,4,2,43,22,0
"255.4.2",255,4,2,31,0,720,8.18,14,3,2,37,24,0
"255.4.3",255,4,3,31,0,148,9.07,10,2,8,43,37,1
"255.4.4",255,4,4,31,0,113,8.04,10,0,8,43,6,0
"255.5.1",255,5,1,31,0,575,8.15,7,6,4,49,8,0
"255.5.2",255,5,2,31,0,720,8.18,9,4,2,56,17,0
"255.5.3",255,5,3,31,0,148,9.07,14,4,5,30,27,0
"255.5.4",255,5,4,31,0,113,8.04,12,2,7,55,16,1
"255.6.1",255,6,1,31,0,575,8.15,3,4,4,34,22,1
"255.6.2",255,6,2,31,0,720,8.18,0,1,8,51,18,0
"255.6.3",255,6,3,31,0,148,9.07,12,1,7,35,15,0
"255.6.4",255,6,4,31,0,113,8.04,12,3,8,47,29,0
"255.7.1",255,7,1,31,0,575,8.15,5,6,4,32,34,1
"255.7.2",255,7,2,31,0,720,8.18,5,2,4,42,22,0
"255.7.3",255,7,3,31,0,148,9.07,2,3,1,34,6,0
"255.7.4",255,7,4,31,0,113,8.04,9,3,8,51,5,0
"255.8.1",255,8,1,31,0,575,8.15,4,6,4,54,6,0
"255.8.2",255,8,2,31,0,720,8.18,8,5,2,34,5,0
"255.8.3",255,8,3,31,0,148,9.07,10,2,5,57,38,0
"255.8.4",255,8,4,31,0,113,8.04,10,3,8,40,28,1
"255.9.1",255,9,1,31,0,575,8.15,6,5,5,37,14,0
"255.9.2",255,9,2,31,0,720,8.18,9,6,8,54,12,1
"255.9.3",255,9,3,31,0,148,9.07,5,6,6,32,18,0
"255.9.4",255,9,4,31,0,113,8.04,0,5,2,33,23,0
"255.10.1",255,10,1,31,0,575,8.15,5,2,4,41,26,1
"255.10.2",255,10,2,31,0,720,8.18,11,1,3,41,11,0
"255.10.3",255,10,3,31,0,148,9.07,5,1,3,40,18,0
"255.10.4",255,10,4,31,0,113,8.04,0,6,9,49,37,0
"255.11.1",255,11,1,31,0,575,8.15,2,3,4,36,13,0
"255.11.2",255,11,2,31,0,720,8.18,3,3,7,42,10,0
"255.11.3",255,11,3,31,0,148,9.07,10,6,3,57,33,1
"255.11.4",255,11,4,31,0,113,8.04,0,1,9,44,25,0
"255.12.1",255,12,1,31,0,575,8.15,11,5,5,37,7,0
"255.12.2",255,12,2,31,0,720,8.18,8,3,1,43,37,1
"255.12.3",255,12,3,31,0,148,9.07,11,0,7,59,5,0
"255.12.4",255,12,4,31,0,113,8.04,2,0,2,30,38,0
"256.1.1",256,1,1,44,0,575,8.15,1,6,7,37,5,0
"256.1.2",256,1,2,44,0,720,8.18,3,2,7,35,31,1
"256.1.3",256,1,3,44,0,148,9.07,14,3,8,57,36,0
"256.1.4",256,1,4,44,0,113,8.04,2,3,3,57,17,0
"256.2.1",256,2,1,44,0,575,8.15,8,0,2,50,30,0
"256.2.2",256,2,2,44,0,720,8.18,4,3,4,42,19,0
"256.2.3",256,2,3,44,0,148,9.07,2,5,3,46,35,1
"256.2.4",256,2,4,44,0,113,8.04,12,1,5,38,17,0
"256.3.1",256,3,1,44,0,575,8.15,10,5,3,54,34,1
"256.3.2",256,3,2,44,0,720,8.18,10,2,7,42,11,0
"256.3.3",256,3,3,44,0,148,9.07,8,4,9,46,6,0
"256.3.4",256,3,4,44,0,113,8.04,3,2,2,42,8,0
"256.4.1",256,4,1,44,0,575,8.15,14,4,2,43,22,0
"256.4.2",256,4,2,44,0,720,8.18,14,3,2,37,24,0
"256.4.3",256,4,3,44,0,148,9.07,10,2,8,43,37,1
"256.4.4",256,4,4,44,0,113,8.04,10,0,8,43,6,0
"256.5.1",256,5,1,44,0,575,8.15,7,6,4,49,8,0
"256.5.2",256,5,2,44,0,720,8.18,9,4,2,56,17,0
"256.5.3",256,5,3,44,0,148,9.07,14,4,5,30,27,0
"256.5.4",256,5,4,44,0,113,8.04,12,2,7,55,16,1
"256.6.1",256,6,1,44,0,575,8.15,3,4,4,34,22,1
"256.6.2",256,6,2,44,0,720,8.18,0,1,8,51,18,0
